,event_date,event_name,num_flooded,WDF2,WSF2,AWDR,AWND,WGF6,ht,hht,lt,llt,r15_td,rhr_td,td_av,gw_av,r15mx,rhrmx,rd,r3d
80,2010-10-23,,0.0,220.0,15.55,229.0,5.5,5.5,0.566,1.4815,-1.647,-1.304,,,-0.197852083334,2.56157123016,0.0,-6.2059732353e-16,0.0,0.000833333333333
81,2010-10-24,,0.0,215.0,18.0,226.0,9.5,9.5,0.738,0.9005,-2.035,-2.035,,,-0.61424375,2.53196904762,0.0,-6.2059732353e-16,0.0,0.000833333333333
82,2010-10-25,,0.0,200.0,21.05,207.0,9.5,9.5,1.0975,1.6125,-1.51175,-1.51175,-0.338083333334,-0.447208333334,-0.124325,2.54433174603,0.04,0.05125,0.0583333333333,0.000833333333333
83,2010-10-26,,0.0,205.0,18.45,208.0,9.85,9.85,0.879,1.642,-1.1565,-1.419,-1.02328125,-0.8553125,0.0452520833333,2.62705575397,0.0975,0.11625,0.116666666667,0.0583333333333
84,2010-10-27,,0.0,220.0,21.45,209.0,14.5,14.5,1.086,1.3025,-1.381,-1.5225,,,-0.264389583333,2.60525416667,0.0,-6.21898366137e-16,0.0075,0.175
85,2010-10-28,,0.0,265.0,18.0,238.0,7.4,7.4,0.6085,1.2895,-1.34675,-1.34675,0.529177083333,0.462364583333,-0.204375,2.8890343254,0.3925,0.82875,0.995,0.1825
86,2010-10-29,,0.0,185.0,24.5,352.0,14.1,14.1,1.5765,1.7275,-0.81925,-0.81925,1.17283333334,1.17283333334,0.4408,2.86407559524,0.00125,0.00125,0.000833333333333,1.11916666667
87,2010-10-30,,0.0,280.0,18.0,273.0,8.6,8.6,1.3275,1.424,-1.647,-0.945,,,0.0818562499999,2.80257103175,0.0,-6.11490025281e-16,0.0,1.00333333333
88,2010-10-31,,0.0,35.0,22.0,273.0,10.25,10.25,0.0605,1.0315,-1.194,-1.65775,,,-0.48426875,2.75252380952,0.0,-6.11490025281e-16,0.0,0.995833333333
89,2010-11-01,,0.0,40.0,19.0,40.0,12.8,12.8,1.4285,1.5485,-0.951,-0.95225,,,0.326289583333,2.64039603175,0.0,-6.11490025281e-16,0.0,0.000833333333333
