field_1,﻿recid,location,event,eventType,xcoord,ycoord,dt,_date,_time,lon,lat
530,4435,RABY ROAD & E VIRGINIA BEACH BOULEVARD,unnamed  (7/2/2015),Flooded street,12150197.0931,3479271.81338,2015-07-11 14:07:01.000,7/11/2015 ,2015-07-11 14:07:01.000,-76.219078,36.856220
531,4437,300 BLOCK OF SHIRLEY AVENUE,Thunderstorm (7/11/2015),Flooded street,12129258.717,3481752.75737,2015-07-11 14:09:33.000,7/11/2015 ,2015-07-11 14:09:33.000,-76.290425,36.864399
532,4438,LLEWELLYN AVENUE & SHIRLEY AVENUE,Thunderstorm (7/11/2015),Flooded street,12129725,3481565.87505,2015-07-11 14:10:38.000,7/11/2015 ,2015-07-11 14:10:38.000,-76.288847,36.863856
533,4439,ROBIN HOOD ROAD & SHERWOOD FOREST LANE,Thunderstorm (7/11/2015),Flooded street,12144687,3486649.49986,2015-07-11 14:19:18.000,7/11/2015 ,2015-07-11 14:19:18.000,-76.237301,36.876841
534,4440,LINDENWOOD AVENUE & TIDEWATER DRIVE,Thunderstorm (7/11/2015),Flooded street,12135481.0001,3482596.125,2015-07-11 14:20:04.000,7/11/2015 ,2015-07-11 14:20:04.000,-76.269094,36.866313
535,4441,AZALEA GARDEN ROAD & E VIRGINIA BEACH BOULEVARD,Thunderstorm (7/11/2015),Flooded street,12146311.0001,3479089.50011,2015-07-11 14:24:27.000,7/11/2015 ,2015-07-11 14:24:27.000,-76.232371,36.855976
536,4442,3800 BLOCK OF E PRINCESS ANNE ROAD,Thunderstorm (7/11/2015),Flooded street,12144719.2281,3482703.38477,2015-07-11 14:51:52.000,7/11/2015 ,2015-07-11 14:51:52.000,-76.237514,36.866004
537,4443,LINDENWOOD AVENUE & TIDEWATER DRIVE,Thunderstorm (7/11/2015),Flooded underpass,12135481.0001,3482596.125,2015-07-11 14:54:01.000,7/11/2015 ,2015-07-11 14:54:01.000,-76.269094,36.866313
538,4444,SAINT JULIAN AVENUE & TIDEWATER DRIVE,Thunderstorm (7/11/2015),Flooded street,12134859.9999,3480804.24996,2015-07-11 15:01:18.000,7/11/2015 ,2015-07-11 15:01:18.000,-76.271360,36.861433
539,4445,AZALEA GARDEN ROAD & E PRINCESS ANNE ROAD,Thunderstorm (7/11/2015),Flooded street,12145504.5,3483016.37495,2015-07-11 15:14:42.000,7/11/2015 ,2015-07-11 15:14:42.000,-76.234805,36.866812
540,4447,1100 BLOCK OF GEORGETOWN ROAD,Thunderstorm (7/11/2015),Flooded street,12154904.0707,3480753.89614,2015-07-11 15:48:04.000,7/11/2015 ,2015-07-11 15:48:04.000,-76.202871,36.859976
541,4458,900 BLOCK OF BAGNALL ROAD,09/02/15 (9/2/2015),Flooded street,12133471.296,3478200.46488,2015-09-02 18:42:27.000,9/2/2015  ,2015-09-02 18:42:27.000,-76.276315,36.854374
542,4468,401 MONTICELLO AVENUE,unnamed  (9/17/2015),Flooded street,12129761.0004,3476951.75059,2015-09-23 14:37:57.000,9/23/2015 ,2015-09-23 14:37:57.000,-76.289093,36.851184
543,4469,38TH STREET & GRANBY STREET,Noreaster (9/24/2015),Flooded street,12131553.0002,3487740.49987,2015-09-24 18:31:50.000,9/24/2015 ,2015-09-24 18:31:50.000,-76.282104,36.880693
544,4472,9519 17TH BAY STREET,Noreaster (9/24/2015),Flooded street,12155509.6934,3505427.92956,2015-09-25 12:37:39.000,9/25/2015 ,2015-09-25 12:37:39.000,-76.198746,36.927685
545,4474,6000 BLOCK OF HAMPTON BOULEVARD,Noreaster (9/24/2015),Flooded street,12125322.6638,3493263.67598,2015-09-26 08:46:20.000,9/26/2015 ,2015-09-26 08:46:20.000,-76.302960,36.896259
546,4475,BOUSH STREET & W OLNEY ROAD,Noreaster (9/24/2015),Flooded street,12129207,3478802.50015,2015-09-26 08:48:55.000,9/26/2015 ,2015-09-26 08:48:55.000,-76.290838,36.856302
547,4476,COLONIAL AVENUE & MASSACHUSETTS AVENUE,Noreaster (9/24/2015),Flooded street,12130493.9999,3490264.99998,2015-09-26 11:12:43.000,9/26/2015 ,2015-09-26 11:12:43.000,-76.285521,36.887693
548,4477,DELAWARE AVENUE & MAYFLOWER ROAD,Noreaster (9/24/2015),Flooded street,12129580,3489050.37497,2015-09-26 21:18:51.000,9/26/2015 ,2015-09-26 21:18:51.000,-76.288743,36.884417
549,4478,COLONIAL AVENUE & NEW HAMPSHIRE AVENUE,Noreaster (9/24/2015),Flooded street,12130548.9999,3490539.24985,2015-09-26 21:19:24.000,9/26/2015 ,2015-09-26 21:19:24.000,-76.285311,36.888443
550,4479,COLONIAL AVENUE & MAYFLOWER ROAD,Noreaster (9/24/2015),Flooded street,12130548.9999,3490539.24985,2015-09-26 21:19:55.000,9/26/2015 ,2015-09-26 21:19:55.000,-76.285311,36.888443
551,4480,MAYFLOWER ROAD & NEWPORT AVENUE,Noreaster (9/24/2015),Flooded street,12130051.0001,3491198.5001,2015-09-26 21:20:16.000,9/26/2015 ,2015-09-26 21:20:16.000,-76.286961,36.890285
552,4481,LLEWELLYN AVENUE & W VIRGINIA BEACH BOULEVARD,Noreaster (9/24/2015),Flooded street,12129060.3391,3479121.27531,2015-09-26 21:20:45.000,9/26/2015 ,2015-09-26 21:20:45.000,-76.291314,36.857187
553,4482,DUKE STREET & W BRAMBLETON AVENUE,Noreaster (9/24/2015),Flooded street,12128896.0001,3478030.24998,2015-09-26 21:21:33.000,9/26/2015 ,2015-09-26 21:21:33.000,-76.291962,36.854201
554,4483,MASSACHUSETTS AVENUE & MAYFLOWER ROAD,Noreaster (9/24/2015),Flooded street,12129987.0001,3490389.37498,2015-09-26 21:24:25.000,9/26/2015 ,2015-09-26 21:24:25.000,-76.287244,36.888068
555,4484,E BRAMBLETON AVENUE & ROSWELL AVENUE,Noreaster (9/24/2015),Flooded street,12133142,3477128.24999,2015-09-26 21:35:56.000,9/26/2015 ,2015-09-26 21:35:56.000,-76.277527,36.851451
556,4485,E CHARLOTTE STREET & WALKE STREET,Noreaster (9/24/2015),Flooded street,12132635.9999,3476010.99994,2015-09-26 21:36:30.000,9/26/2015 ,2015-09-26 21:36:30.000,-76.279346,36.848416
557,4486,E CITY HALL AVENUE & TIDEWATER DRIVE,Noreaster (9/24/2015),Flooded street,12132506.9999,3474795.99986,2015-09-26 22:13:42.000,9/26/2015 ,2015-09-26 22:13:42.000,-76.279884,36.845088
558,4489,E CHARLOTTE STREET & TIDEWATER DRIVE,Noreaster (9/24/2015),Flooded street,12133208,3475787.99985,2015-09-27 10:09:36.000,9/27/2015 ,2015-09-27 10:09:36.000,-76.277409,36.847766
559,4490,4000 BLOCK OF LLEWELLYN AVENUE,Joaquin (9/29/2015),Flooded street,12131066,3488820.62506,2015-09-30 11:14:16.000,9/30/2015 ,2015-09-30 11:14:16.000,-76.283682,36.883690
560,4492,4TH VIEW STREET & W OCEAN VIEW AVENUE,Joaquin (9/29/2015),Flooded street,12137042,3516670.00002,2015-09-30 23:59:58.000,9/30/2015 ,2015-09-30 23:59:58.000,-76.260997,36.959773
561,4493,8100 BLOCK OF HAMPTON BOULEVARD,Joaquin (9/29/2015),Flooded street,12120806.0001,3504252.50002,2015-10-01 00:00:58.000,10/1/2015 ,2015-10-01 00:00:58.000,-76.317533,36.926721
562,4494,BOUSH STREET & W OLNEY ROAD,Joaquin (9/29/2015),Flooded street,12129207,3478802.50015,2015-10-01 00:03:57.000,10/1/2015 ,2015-10-01 00:03:57.000,-76.290838,36.856302
563,4495,BOUSH STREET & W BRAMBLETON AVENUE,Joaquin (9/29/2015),Flooded street,12129270.8837,3478040.72856,2015-10-01 00:08:03.000,10/1/2015 ,2015-10-01 00:08:03.000,-76.290681,36.854206
564,4496,1200 BLOCK OF SURREY CRESCENT,Joaquin (9/29/2015),Flooded street,12125136.8959,3493420.34305,2015-10-01 10:29:36.000,10/1/2015 ,2015-10-01 10:29:36.000,-76.303583,36.896701
565,4497,1300 BLOCK OF SURREY CRESCENT,Joaquin (9/29/2015),Flooded street,12124739.4238,3493798.69906,2015-10-01 10:36:14.000,10/1/2015 ,2015-10-01 10:36:14.000,-76.304912,36.897766
566,4498,1600 BLOCK OF TARRALL AVENUE,Joaquin (9/29/2015),Flooded street,12136936.5,3489894.87501,2015-10-01 11:03:33.000,10/1/2015 ,2015-10-01 11:03:33.000,-76.263529,36.886260
567,4499,GRANBY STREET & LLEWELLYN AVENUE,Joaquin (9/29/2015),Flooded street,12131873.0001,3490069.74994,2015-10-01 11:03:49.000,10/1/2015 ,2015-10-01 11:03:49.000,-76.280823,36.887068
568,4500,6200 BLOCK OF ROLFE AVENUE,Joaquin (9/29/2015),Flooded street,12122722.0001,3494481.12513,2015-10-01 11:41:08.000,10/1/2015 ,2015-10-01 11:41:08.000,-76.311755,36.899768
569,4501,1000 BLOCK OF CAMBRIDGE CRESCENT,Joaquin (9/29/2015),Flooded street,12126713.8228,3493655.79379,2015-10-01 11:43:31.000,10/1/2015 ,2015-10-01 11:43:31.000,-76.298173,36.897247
570,4502,6100 BLOCK OF CARROLL PLACE,Joaquin (9/29/2015),Flooded street,12127044.0904,3493485.8832,2015-10-01 11:44:28.000,10/1/2015 ,2015-10-01 11:44:28.000,-76.297058,36.896759
571,4503,500 BLOCK OF MAYFLOWER ROAD,Joaquin (9/29/2015),Flooded street,12130416.5864,3490956.72519,2015-10-01 11:46:36.000,10/1/2015 ,2015-10-01 11:46:36.000,-76.285731,36.889598
572,4504,600 BLOCK OF MAYFLOWER ROAD,Joaquin (9/29/2015),Flooded street,12129445.3751,3491042.12508,2015-10-01 11:47:17.000,10/1/2015 ,2015-10-01 11:47:17.000,-76.289044,36.889895
573,4505,1500 BLOCK OF CATALPA STREET,Joaquin (9/29/2015),Flooded street,12122839.0299,3493368.19707,2015-10-01 11:48:15.000,10/1/2015 ,2015-10-01 11:48:15.000,-76.311443,36.896705
574,4506,100 BLOCK OF FILBERT STREET,Joaquin (9/29/2015),Flooded street,12133321.2599,3496589.47858,2015-10-01 11:51:32.000,10/1/2015 ,2015-10-01 11:51:32.000,-76.275347,36.904877
575,4507,200 BLOCK OF FILBERT STREET,Joaquin (9/29/2015),Flooded street,12134090.4999,3496350.00003,2015-10-01 11:52:22.000,10/1/2015 ,2015-10-01 11:52:22.000,-76.272736,36.904170
576,4508,COLONIAL AVENUE & MASSACHUSETTS AVENUE,Joaquin (9/29/2015),Flooded street,12130493.9999,3490264.99998,2015-10-01 12:10:24.000,10/1/2015 ,2015-10-01 12:10:24.000,-76.285521,36.887693
577,4509,800 BLOCK OF 51ST STREET,Joaquin (9/29/2015),Flooded street,12127292.9707,3490767.44335,2015-10-01 12:14:19.000,10/1/2015 ,2015-10-01 12:14:19.000,-76.296424,36.889279
578,4510,TIDEWATER DRIVE & RUFFNER STREET,Joaquin (9/29/2015),Flooded street,12133384.9999,3476280.87507,2015-10-01 12:50:44.000,10/1/2015 ,2015-10-01 12:50:44.000,-76.276765,36.849108
579,4511,6500 BLOCK OF HAMPTON BOULEVARD,Joaquin (9/29/2015),Flooded street,12125066.615,3495202.38974,2015-10-01 13:08:06.000,10/1/2015 ,2015-10-01 13:08:06.000,-76.303682,36.901599
580,4512,6000 BLOCK OF HAMPTON BOULEVARD,Joaquin (9/29/2015),Flooded street,12125322.6638,3493263.67598,2015-10-01 13:23:55.000,10/1/2015 ,2015-10-01 13:23:55.000,-76.302960,36.896259
581,4513,3530 BAPAUME AVENUE,Joaquin (9/29/2015),Flooded street,12138338.5005,3489193.58254,2015-10-01 13:48:31.000,10/1/2015 ,2015-10-01 13:48:31.000,-76.258793,36.884243
582,4514,4100 BLOCK OF LLEWELLYN AVENUE,Joaquin (9/29/2015),Flooded street,12131229.6331,3489253.6899,2015-10-02 01:10:48.000,10/2/2015 ,2015-10-02 01:10:48.000,-76.283088,36.884869
583,4515,DUKE STREET & W OLNEY ROAD,Joaquin (9/29/2015),Flooded street,12128851.3705,3478992.19514,2015-10-02 01:31:38.000,10/2/2015 ,2015-10-02 01:31:38.000,-76.292038,36.856846
584,4516,E CHARLOTTE STREET & TIDEWATER DRIVE,Joaquin (9/29/2015),Flooded street,12133208,3475787.99985,2015-10-02 02:04:39.000,10/2/2015 ,2015-10-02 02:04:39.000,-76.277409,36.847766
585,4517,E CHARLOTTE STREET & WALKE STREET,Joaquin (9/29/2015),Flooded street,12132635.9999,3476010.99994,2015-10-02 02:04:53.000,10/2/2015 ,2015-10-02 02:04:53.000,-76.279346,36.848416
586,4519,E PRINCESS ANNE ROAD & TIDEWATER DRIVE,Joaquin (9/29/2015),Flooded street,12134268,3479018.87499,2015-10-02 06:27:39.000,10/2/2015 ,2015-10-02 06:27:39.000,-76.273527,36.856569
587,4520,6455 KNOX ROAD,Joaquin (9/29/2015),Flooded street,12140572.8414,3493926.47061,2015-10-02 07:38:35.000,10/2/2015 ,2015-10-02 07:38:35.000,-76.250770,36.897093
588,4522,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE,Joaquin (9/29/2015),Flooded street,12134007.9999,3478239.25001,2015-10-02 07:49:43.000,10/2/2015 ,2015-10-02 07:49:43.000,-76.274478,36.854445
589,4523,500 BLOCK OF W LITTLE CREEK ROAD,Joaquin (9/29/2015),Flooded street,12130695,3500556.87496,2015-10-02 07:50:13.000,10/2/2015 ,2015-10-02 07:50:13.000,-76.284008,36.915940
590,4524,1029 PHILPOTTS ROAD,Joaquin (9/29/2015),Flooded street,12142686.3615,3494575.64002,2015-10-02 08:43:10.000,10/2/2015 ,2015-10-02 08:43:10.000,-76.243491,36.898737
591,4526,7948 ARDMORE ROAD,Joaquin (9/29/2015),Flooded street,12142489.0567,3501067.44367,2015-10-02 09:10:57.000,10/2/2015 ,2015-10-02 09:10:57.000,-76.243635,36.916575
592,4527,300 BLOCK OF E LITTLE CREEK ROAD,Joaquin (9/29/2015),Flooded street,12136613.5334,3501468.00149,2015-10-02 09:18:59.000,10/2/2015 ,2015-10-02 09:18:59.000,-76.263695,36.918059
593,4529,E VIRGINIA BEACH BOULEVARD & PARK AVENUE,Joaquin (9/29/2015),Flooded street,12136628.5001,3477394.62495,2015-10-02 09:54:39.000,10/2/2015 ,2015-10-02 09:54:39.000,-76.265593,36.851956
594,4532,E CITY HALL AVENUE & TIDEWATER DRIVE,Joaquin (9/29/2015),Flooded street,12132506.9999,3474795.99986,2015-10-02 10:33:37.000,10/2/2015 ,2015-10-02 10:33:37.000,-76.279884,36.845088
595,4533,9600 BLOCK OF 3RD BAY STREET,Joaquin (9/29/2015),Flooded street,12151069.8235,3507674.63222,2015-10-02 11:10:48.000,10/2/2015 ,2015-10-02 11:10:48.000,-76.213745,36.934150
596,4534,19TH BAY STREET & PLEASANT AVENUE,Joaquin (9/29/2015),Flooded street,12156459.7084,3505945.72229,2015-10-02 11:37:02.000,10/2/2015 ,2015-10-02 11:37:02.000,-76.195454,36.929043
597,4535,9600 BLOCK OF 16TH BAY STREET,Joaquin (9/29/2015),Flooded street,12155456.6737,3506460.99848,2015-10-02 11:40:08.000,10/2/2015 ,2015-10-02 11:40:08.000,-76.198841,36.930525
598,4536,9500 BLOCK OF 13TH BAY STREET,Joaquin (9/29/2015),Flooded street,12154219.9863,3506081.83041,2015-10-02 11:44:18.000,10/2/2015 ,2015-10-02 11:44:18.000,-76.203103,36.929567
599,4537,3200 BLOCK OF PRETTY LAKE AVENUE,Joaquin (9/29/2015),Flooded street,12153993.9294,3505915.134,2015-10-02 11:47:33.000,10/2/2015 ,2015-10-02 11:47:33.000,-76.203890,36.929124
600,4538,DELAWARE AVENUE & MAYFLOWER ROAD,Joaquin (9/29/2015),Flooded street,12129580,3489050.37497,2015-10-02 11:50:32.000,10/2/2015 ,2015-10-02 11:50:32.000,-76.288743,36.884417
601,4539,9600 BLOCK OF 4TH VIEW STREET,Joaquin (9/29/2015),Flooded street,12136613.9329,3516198.67745,2015-10-02 12:00:19.000,10/2/2015 ,2015-10-02 12:00:19.000,-76.262500,36.958507
602,4540,11TH STREET & MONTICELLO AVENUE,Joaquin (9/29/2015),Flooded street,12130286.0001,3480118.99988,2015-10-02 12:01:17.000,10/2/2015 ,2015-10-02 12:01:17.000,-76.287046,36.859847
603,4541,WATER STREET & PARK AVENUE,Joaquin (9/29/2015),Flooded street,12132139,3473795,2015-10-02 12:03:09.000,10/2/2015 ,2015-10-02 12:03:09.000,-76.281222,36.842363
604,4542,35TH STREET & COLONIAL AVENUE,Joaquin (9/29/2015),Flooded street,12129703.9999,3486781.74994,2015-10-02 12:06:55.000,10/2/2015 ,2015-10-02 12:06:55.000,-76.288501,36.878180
605,4543,36TH STREET & COLONIAL AVENUE,Joaquin (9/29/2015),Flooded street,12129689,3487043.75015,2015-10-02 12:07:28.000,10/2/2015 ,2015-10-02 12:07:28.000,-76.288531,36.878900
606,4544,E OCEAN VIEW AVENUE & SHORE DRIVE,Joaquin (9/29/2015),Flooded street,12157230.0001,3506389.37493,2015-10-02 12:08:38.000,10/2/2015 ,2015-10-02 12:08:38.000,-76.192782,36.930210
607,4545,HAMPTON BOULEVARD & MAGNOLIA AVENUE,Joaquin (9/29/2015),Flooded street,12125298.5,3492868.74998,2015-10-02 12:11:22.000,10/2/2015 ,2015-10-02 12:11:22.000,-76.303074,36.895176
608,4546,400 BLOCK OF TIDEWATER DRIVE,Joaquin (9/29/2015),Flooded street,12133196.7198,3475469.48639,2015-10-02 12:12:35.000,10/2/2015 ,2015-10-02 12:12:35.000,-76.277473,36.846893
609,4547,1100 BLOCK OF MONTICELLO AVENUE,Joaquin (9/29/2015),Flooded street,12130323.2459,3480254.49505,2015-10-02 12:22:47.000,10/2/2015 ,2015-10-02 12:22:47.000,-76.286907,36.860217
610,4548,901 MAGNOLIA AVENUE,Joaquin (9/29/2015),Flooded street,12127177.8057,3492384.44488,2015-10-02 12:26:52.000,10/2/2015 ,2015-10-02 12:26:52.000,-76.296688,36.893726
611,4549,800 BLOCK OF MONTICELLO AVENUE,Joaquin (9/29/2015),Flooded street,12130398.6469,3479345.40585,2015-10-02 12:32:11.000,10/2/2015 ,2015-10-02 12:32:11.000,-76.286723,36.857716
612,4550,100 BLOCK OF PARK AVENUE,Joaquin (9/29/2015),Flooded street,12132791.153,3474403.08281,2015-10-02 12:34:02.000,10/2/2015 ,2015-10-02 12:34:02.000,-76.278945,36.843991
613,4553,4100 BLOCK OF MAYFLOWER ROAD,Joaquin (9/29/2015),Flooded street,12128098.9999,3488376.74989,2015-10-02 12:38:30.000,10/2/2015 ,2015-10-02 12:38:30.000,-76.293859,36.882663
614,4554,MOWBRAY ARCH & W OLNEY ROAD,Joaquin (9/29/2015),Flooded street,12127767.5,3479541.62497,2015-10-02 12:46:27.000,10/2/2015 ,2015-10-02 12:46:27.000,-76.295698,36.858424
615,4555,115 W LITTLE CREEK ROAD,Joaquin (9/29/2015),Flooded street,12133875.2608,3500157.43637,2015-10-02 12:55:01.000,10/2/2015 ,2015-10-02 12:55:01.000,-76.273165,36.914638
616,4557,LAFAYETTE BOULEVARD & ORLEANS CIRCLE,Joaquin (9/29/2015),Flooded street,12135026.5,3485629.87499,2015-10-02 12:59:08.000,10/2/2015 ,2015-10-02 12:59:08.000,-76.270402,36.874673
617,4558,VILLA CIRCLE & E 26TH STREET,Joaquin (9/29/2015),Flooded street,12134203.0001,3485001.24998,2015-10-02 12:59:36.000,10/2/2015 ,2015-10-02 12:59:36.000,-76.273267,36.873000
618,4559,200 BLOCK OF LAVALETTE AVENUE,Joaquin (9/29/2015),Flooded street,12132613.0562,3487916.93152,2015-10-02 13:00:26.000,10/2/2015 ,2015-10-02 13:00:26.000,-76.278467,36.881109
619,4560,19TH BAY STREET & PRETTY LAKE AVENUE,Joaquin (9/29/2015),Flooded street,12156280,3504906.24996,2015-10-02 13:02:33.000,10/2/2015 ,2015-10-02 13:02:33.000,-76.196155,36.926201
620,4561,18TH BAY STREET & PRETTY LAKE AVENUE,Joaquin (9/29/2015),Flooded street,12155966.0001,3505113.49991,2015-10-02 13:02:54.000,10/2/2015 ,2015-10-02 13:02:54.000,-76.197212,36.926791
621,4562,10TH BAY STREET & PRETTY LAKE AVENUE,Joaquin (9/29/2015),Flooded street,12153171,3506166.24997,2015-10-02 13:03:22.000,10/2/2015 ,2015-10-02 13:03:22.000,-76.206684,36.929869
622,4563,11TH BAY STREET & PRETTY LAKE AVENUE,Joaquin (9/29/2015),Flooded street,12153473.013,3505989.34714,2015-10-02 13:03:41.000,10/2/2015 ,2015-10-02 13:03:41.000,-76.205665,36.929363
623,4564,BERKLEY AVENUE EX & MARSH STREET,Joaquin (9/29/2015),Flooded street,12134908.0001,3468289.75009,2015-10-02 13:16:30.000,10/2/2015 ,2015-10-02 13:16:30.000,-76.272206,36.827067
624,4565,MAJESTIC AVENUE & MYRTLE AVENUE,Joaquin (9/29/2015),Flooded street,12139002,3477236.49992,2015-10-02 13:17:48.000,10/2/2015 ,2015-10-02 13:17:48.000,-76.257496,36.851368
625,4566,MAGNOLIA AVENUE & JAMESTOWN CRESCENT,Joaquin (9/29/2015),Flooded street,12127367,3492611.74997,2015-10-02 13:18:03.000,10/2/2015 ,2015-10-02 13:18:03.000,-76.296023,36.894338
626,4567,5900 BLOCK OF HAMPTON BOULEVARD,Joaquin (9/29/2015),Flooded street,12125302.483,3493006.179,2015-10-02 13:18:34.000,10/2/2015 ,2015-10-02 13:18:34.000,-76.303050,36.895553
627,4568,E VIRGINIA BEACH BOULEVARD & CHAPEL STREET,Joaquin (9/29/2015),Flooded street,12133483,3478488.24993,2015-10-02 13:18:35.000,10/2/2015 ,2015-10-02 13:18:35.000,-76.276252,36.855163
628,4569,4TH VIEW STREET & I-64W HIGHWAY,Joaquin (9/29/2015),Flooded street,12136311.4999,3515973.24999,2015-10-02 13:19:15.000,10/2/2015 ,2015-10-02 13:19:15.000,-76.263553,36.957908
629,4570,2600 BLOCK OF VILLA CIRCLE,Joaquin (9/29/2015),Flooded street,12134089.6382,3485174.1206,2015-10-02 13:19:54.000,10/2/2015 ,2015-10-02 13:19:54.000,-76.273641,36.873482
630,4571,52ND STREET & COLLEY AVENUE,Joaquin (9/29/2015),Flooded street,12127642.9999,3491044.25002,2015-10-02 13:20:34.000,10/2/2015 ,2015-10-02 13:20:34.000,-76.295205,36.890016
631,4572,BOLLING AVENUE & JAMESTOWN CRESCENT,Joaquin (9/29/2015),Flooded street,12127488.9999,3492029.24998,2015-10-02 13:21:20.000,10/2/2015 ,2015-10-02 13:21:20.000,-76.295653,36.892731
632,4573,4TH BAY STREET & E OCEAN VIEW AVENUE,Joaquin (9/29/2015),Flooded street,12151525.0001,3507937.75006,2015-10-02 13:22:21.000,10/2/2015 ,2015-10-02 13:22:21.000,-76.212166,36.934842
633,4574,6TH BAY STREET & E OCEAN VIEW AVENUE,Joaquin (9/29/2015),Flooded street,12152195.9998,3507741.74986,2015-10-02 13:22:47.000,10/2/2015 ,2015-10-02 13:22:47.000,-76.209888,36.934260
634,4575,CAROLINA AVENUE & MAYFLOWER ROAD,Joaquin (9/29/2015),Flooded street,12128087.9999,3488224.24989,2015-10-02 13:23:30.000,10/2/2015 ,2015-10-02 13:23:30.000,-76.293909,36.882244
635,4576,MASON CREEK ROAD & W OCEAN VIEW AVENUE,Joaquin (9/29/2015),Flooded street,12138454.9999,3515985.87505,2015-10-02 13:25:26.000,10/2/2015 ,2015-10-02 13:25:26.000,-76.256218,36.957803
636,4577,8017 GLADE ROAD,Joaquin (9/29/2015),Flooded street,12142081.0004,3501365.00015,2015-10-02 13:26:42.000,10/2/2015 ,2015-10-02 13:26:42.000,-76.245006,36.917419
637,4578,555 E LIBERTY STREET,Joaquin (9/29/2015),Flooded street,12132403.8747,3468774.18745,2015-10-02 13:27:25.000,10/2/2015 ,2015-10-02 13:27:25.000,-76.280720,36.828560
638,4579,DELAWARE AVENUE & LLEWELLYN AVENUE,Joaquin (9/29/2015),Flooded street,12131024.0001,3488692.25008,2015-10-02 13:29:07.000,10/2/2015 ,2015-10-02 13:29:07.000,-76.283836,36.883341
639,4580,2125 KIMBALL TERRACE,Joaquin (9/29/2015),Flooded street,12136897.8887,3474207.52787,2015-10-02 13:33:19.000,10/2/2015 ,2015-10-02 13:33:19.000,-76.264930,36.843187
640,4584,700 BLOCK OF W BRAMBLETON AVENUE,Joaquin (9/29/2015),Flooded street,12125660.3793,3479486.04425,2015-10-02 13:57:34.000,10/2/2015 ,2015-10-02 13:57:34.000,-76.302902,36.858406
641,4585,E VIRGINIA BEACH BOULEVARD & MONTICELLO AVENUE,Joaquin (9/29/2015),Flooded street,12130305.0001,3479539.25006,2015-10-02 14:03:47.000,10/2/2015 ,2015-10-02 14:03:47.000,-76.287027,36.858254
642,4586,BLOW STREET & REDGATE AVENUE,Joaquin (9/29/2015),Flooded street,12127369.0001,3480837.00006,2015-10-02 14:10:45.000,10/2/2015 ,2015-10-02 14:10:45.000,-76.296956,36.862006
643,4588,200 BLOCK OF E LITTLE CREEK ROAD,Joaquin (9/29/2015),Flooded street,12135250.5,3500730.37505,2015-10-02 14:17:13.000,10/2/2015 ,2015-10-02 14:17:13.000,-76.268416,36.916122
644,4589,4000 BLOCK OF PLEASANT AVENUE,Joaquin (9/29/2015),Flooded street,12156969.5185,3505856.41459,2015-10-02 14:26:05.000,10/2/2015 ,2015-10-02 14:26:05.000,-76.193718,36.928764
645,4590,9500 BLOCK OF 20TH BAY STREET,Joaquin (9/29/2015),Flooded street,12156734.1195,3505468.32349,2015-10-02 14:26:36.000,10/2/2015 ,2015-10-02 14:26:36.000,-76.194555,36.927714
646,4591,HAMPTON BOULEVARD & HANOVER AVENUE,Joaquin (9/29/2015),Flooded street,12125331,3493976.50005,2015-10-02 14:26:54.000,10/2/2015 ,2015-10-02 14:26:54.000,-76.302875,36.898216
647,4592,2300 BLOCK OF KIMBALL TERRACE,Joaquin (9/29/2015),Flooded street,12137762.0501,3474220.0292,2015-10-02 14:38:42.000,10/2/2015 ,2015-10-02 14:38:42.000,-76.261977,36.843166
648,4593,E PRINCESS ANNE ROAD & INGLESIDE ROAD,Joaquin (9/29/2015),Flooded street,12142817.4999,3481606.37505,2015-10-02 14:44:07.000,10/2/2015 ,2015-10-02 14:44:07.000,-76.244103,36.863117
649,4594,E BRAMBLETON AVENUE & ROSWELL AVENUE,Joaquin (9/29/2015),Flooded street,12133142,3477128.24999,2015-10-02 14:46:00.000,10/2/2015 ,2015-10-02 14:46:00.000,-76.277527,36.851451
650,4595,1630 MADISON AVENUE,Joaquin (9/29/2015),Flooded street,12136769.4591,3477104.89594,2015-10-02 14:47:16.000,10/2/2015 ,2015-10-02 14:47:16.000,-76.265135,36.851152
651,4596,51ST STREET & KILLAM AVENUE,Joaquin (9/29/2015),Flooded street,12126926,3490773.5,2015-10-02 14:48:45.000,10/2/2015 ,2015-10-02 14:48:45.000,-76.297678,36.889319
652,4597,BLUESTONE AVENUE & 49TH STREET,Joaquin (9/29/2015),Flooded street,12124520,3490101.75003,2015-10-02 14:49:39.000,10/2/2015 ,2015-10-02 14:49:39.000,-76.305956,36.887628
653,4598,ROLFE AVENUE & WALNUT HILL STREET,Joaquin (9/29/2015),Flooded street,12122752,3494203.50012,2015-10-02 14:50:28.000,10/2/2015 ,2015-10-02 14:50:28.000,-76.311674,36.899004
654,4599,RICHMOND PLACE & MANCHESTER AVENUE,Joaquin (9/29/2015),Flooded street,12124989.0001,3494280.50013,2015-10-02 14:51:00.000,10/2/2015 ,2015-10-02 14:51:00.000,-76.304020,36.899073
655,4600,HAMPTON BOULEVARD & JAMESTOWN CRESCENT,Joaquin (9/29/2015),Flooded street,12125332.9999,3493945.99999,2015-10-02 14:51:21.000,10/2/2015 ,2015-10-02 14:51:21.000,-76.302871,36.898132
