field_1,﻿recid,location,event,eventType,xcoord,ycoord,dt,_date,_time,lon,lat
127,1000,1100 BLOCK OF MARINER STREET,Irene (8/27/2011),Flooded street,12132596.6483,3475533.78013,2011-08-27 11:27:34.000,8/27/2011 ,2011-08-27 11:27:34.000,-76.279518,36.847108
128,1009,CHESAPEAKE BOULEVARD & FISHERMANS ROAD,Irene (8/27/2011),Flooded street,12142328,3505821.87492,2011-08-27 12:00:46.000,8/27/2011 ,2011-08-27 12:00:46.000,-76.243797,36.929640
129,1011,CAMPOSTELLA ROAD & E BRAMBLETON AVENUE,Irene (8/27/2011),Flooded street,12136382,3474442.62495,2011-08-27 12:06:45.000,8/27/2011 ,2011-08-27 12:06:45.000,-76.266674,36.843867
130,1015,E PRINCESS ANNE ROAD & SALTER STREET,Irene (8/27/2011),Flooded street,12131160.0001,3480179.0001,2011-08-27 12:21:44.000,8/27/2011 ,2011-08-27 12:21:44.000,-76.284054,36.859956
131,1016,E PRINCESS ANNE ROAD & MONTICELLO AVENUE,Irene (8/27/2011),Flooded street,12130363.0001,3480389.2501,2011-08-27 12:22:20.000,8/27/2011 ,2011-08-27 12:22:20.000,-76.286761,36.860584
132,1022,GOFF STREET & OKEEFE STREET,Irene (8/27/2011),Flooded street,12133618.0001,3480045.7501,2011-08-27 12:57:17.000,8/27/2011 ,2011-08-27 12:57:17.000,-76.275666,36.859431
133,1023,B AVENUE & SUTTON STREET,Irene (8/27/2011),Flooded street,12133942.0001,3482028.50012,2011-08-27 12:58:13.000,8/27/2011 ,2011-08-27 12:58:13.000,-76.274399,36.864854
134,1024,6345 EDWARD STREET,Irene (8/27/2011),Flooded street,12146086.9999,3493950.00005,2011-08-27 13:00:07.000,8/27/2011 ,2011-08-27 13:00:07.000,-76.231917,36.896795
135,1031,MORTON AVENUE & W 25TH STREET,Irene (8/27/2011),Flooded street,12127146,3485280.50006,2011-08-27 13:46:37.000,8/27/2011 ,2011-08-27 13:46:37.000,-76.297364,36.874222
136,1032,1200 BLOCK OF GOFF STREET,Irene (8/27/2011),Flooded street,12135795.9999,3479238.00013,2011-08-27 13:49:46.000,8/27/2011 ,2011-08-27 13:49:46.000,-76.268288,36.857072
137,1035,17TH STREET & MONTICELLO AVENUE,Irene (8/27/2011),Flooded street,12130769.9999,3481728.74975,2011-08-27 14:17:44.000,8/27/2011 ,2011-08-27 14:17:44.000,-76.285263,36.864236
138,1043,300 BLOCK OF S NEWTOWN ROAD,Irene (8/27/2011),Flooded street,12157571.5556,3471364.782,2011-08-27 14:57:20.000,8/27/2011 ,2011-08-27 14:57:20.000,-76.194540,36.834016
139,1045,6100 BLOCK OF SEWELLS POINT ROAD,Irene (8/27/2011),Flooded street,12144177.2413,3491693.96656,2011-08-27 15:02:15.000,8/27/2011 ,2011-08-27 15:02:15.000,-76.238630,36.890726
140,1049,1400 BLOCK OF KEMPSVILLE ROAD,Irene (8/27/2011),Flooded street,12153775.1727,3485372.2408,2011-08-27 15:08:46.000,8/27/2011 ,2011-08-27 15:08:46.000,-76.206345,36.872732
141,1051,1200 BLOCK OF STRAND STREET,Irene (8/27/2011),Flooded street,12144914.6691,3492973.45425,2011-08-27 15:30:58.000,8/27/2011 ,2011-08-27 15:30:58.000,-76.236005,36.894191
142,1054,9500 BLOCK OF 5TH BAY STREET,Irene (8/27/2011),Flooded street,12151533.8209,3506733.76329,2011-08-27 15:34:11.000,8/27/2011 ,2011-08-27 15:34:11.000,-76.212236,36.931536
143,1055,6200 BLOCK OF SEWELLS POINT ROAD,Irene (8/27/2011),Flooded street,12144081.6291,3492432.08965,2011-08-27 15:59:45.000,8/27/2011 ,2011-08-27 15:59:45.000,-76.238897,36.892759
144,1056,4200 BLOCK OF GRANBY STREET,Irene (8/27/2011),Flooded street,12132077.2816,3490389.89991,2011-08-27 16:18:01.000,8/27/2011 ,2011-08-27 16:18:01.000,-76.280099,36.887934
145,1062,GRANBY STREET & LLEWELLYN AVENUE,Irene (8/27/2011),Flooded street,12131873.0001,3490069.74994,2011-08-27 16:57:32.000,8/27/2011 ,2011-08-27 16:57:32.000,-76.280823,36.887068
146,1070,DELAWARE AVENUE & MAYFLOWER ROAD,Irene (8/27/2011),Flooded street,12129580,3489050.37497,2011-08-27 18:00:26.000,8/27/2011 ,2011-08-27 18:00:26.000,-76.288743,36.884417
147,1083,I-264E HIGHWAY & TIDEWATER DRIVE,Irene (8/27/2011),Flooded street,12131872.5,3474347.49984,2011-08-27 19:00:03.000,8/27/2011 ,2011-08-27 19:00:03.000,-76.282088,36.843897
148,1086,E OCEAN VIEW AVENUE & SHORE DRIVE,Irene (8/27/2011),Flooded street,12157230.0001,3506389.37493,2011-08-27 19:28:25.000,8/27/2011 ,2011-08-27 19:28:25.000,-76.192782,36.930210
149,1088,38TH STREET & POWHATAN AVENUE,Irene (8/27/2011),Flooded street,12122729.0001,3487030.24989,2011-08-27 19:52:46.000,8/27/2011 ,2011-08-27 19:52:46.000,-76.312322,36.879308
150,1089,43RD STREET & POWHATAN AVENUE,Irene (8/27/2011),Flooded street,12122639.8985,3488374.11352,2011-08-27 19:53:16.000,8/27/2011 ,2011-08-27 19:53:16.000,-76.312520,36.883004
151,1091,7200 BLOCK OF HAMPTON BOULEVARD,Irene (8/27/2011),Flooded street,12124444.1419,3498104.46478,2011-08-27 20:06:23.000,8/27/2011 ,2011-08-27 20:06:23.000,-76.305579,36.909607
152,1092,4TH VIEW STREET & W OCEAN VIEW AVENUE,Irene (8/27/2011),Flooded street,12137042,3516670.00002,2011-08-27 20:45:47.000,8/27/2011 ,2011-08-27 20:45:47.000,-76.260997,36.959773
153,1093,NORVIEW AVENUE & TIDEWATER DRIVE,Irene (8/27/2011),Flooded street,12138501.0001,3492019.75001,2011-08-27 20:46:12.000,8/27/2011 ,2011-08-27 20:46:12.000,-76.258008,36.891993
154,1094,5TH VIEW STREET & W OCEAN VIEW AVENUE,Irene (8/27/2011),Flooded street,12136351.5,3517178.87497,2011-08-27 20:46:25.000,8/27/2011 ,2011-08-27 20:46:25.000,-76.263318,36.961215
155,1095,15TH VIEW STREET & W OCEAN VIEW AVENUE,Irene (8/27/2011),Flooded street,12127444.4999,3519104.25007,2011-08-27 20:46:51.000,8/27/2011 ,2011-08-27 20:46:51.000,-76.293641,36.967078
156,1096,6TH VIEW STREET & W OCEAN VIEW AVENUE,Irene (8/27/2011),Flooded street,12135581.5,3517763.75003,2011-08-27 20:47:24.000,8/27/2011 ,2011-08-27 20:47:24.000,-76.265905,36.962871
157,1097,1200 BLOCK OF LAFAYETTE BOULEVARD,Irene (8/27/2011),Flooded street,12134510.1389,3485243.69906,2011-08-27 20:47:41.000,8/27/2011 ,2011-08-27 20:47:41.000,-76.272198,36.873646
158,1098,HAMPTON BOULEVARD & LEXAN AVENUE,Irene (8/27/2011),Flooded street,12125169.0001,3494786.24984,2011-08-27 20:48:02.000,8/27/2011 ,2011-08-27 20:48:02.000,-76.303365,36.900450
159,1099,13TH VIEW STREET & W OCEAN VIEW AVENUE,Irene (8/27/2011),Flooded street,12129064.5,3519157.24993,2011-08-27 20:49:36.000,8/27/2011 ,2011-08-27 20:49:36.000,-76.288093,36.967119
160,1100,14TH VIEW STREET & W OCEAN VIEW AVENUE,Irene (8/27/2011),Flooded street,12128254.5001,3519131.87494,2011-08-27 20:50:29.000,8/27/2011 ,2011-08-27 20:50:29.000,-76.290867,36.967102
161,1101,12TH VIEW STREET & W OCEAN VIEW AVENUE,Irene (8/27/2011),Flooded street,12130124,3519190.49999,2011-08-27 20:50:50.000,8/27/2011 ,2011-08-27 20:50:50.000,-76.284465,36.967142
162,1102,8TH VIEW STREET & W OCEAN VIEW AVENUE,Irene (8/27/2011),Flooded street,12133699,3518573.99993,2011-08-27 20:52:00.000,8/27/2011 ,2011-08-27 20:52:00.000,-76.272281,36.965218
163,1103,10TH VIEW STREET & W OCEAN VIEW AVENUE,Irene (8/27/2011),Flooded street,12132003,3519123.12498,2011-08-27 20:52:23.000,8/27/2011 ,2011-08-27 20:52:23.000,-76.278041,36.966836
164,1106,49TH STREET & HAMPTON BOULEVARD,Irene (8/27/2011),Flooded street,12125487.5,3490162.12502,2011-08-27 21:14:45.000,8/27/2011 ,2011-08-27 21:14:45.000,-76.302644,36.887732
165,1107,BEDFORD AVENUE & HAMPTON BOULEVARD,Irene (8/27/2011),Flooded street,12125240,3494528.24991,2011-08-27 21:15:55.000,8/27/2011 ,2011-08-27 21:15:55.000,-76.303142,36.899737
166,1108,HAMPTON BOULEVARD & MANCHESTER AVENUE,Irene (8/27/2011),Flooded street,12125280,3494248.37501,2011-08-27 21:16:41.000,8/27/2011 ,2011-08-27 21:16:41.000,-76.303028,36.898966
167,1109,HAMPTON BOULEVARD & HANOVER AVENUE,Irene (8/27/2011),Flooded street,12125331,3493976.50005,2011-08-27 21:17:37.000,8/27/2011 ,2011-08-27 21:17:37.000,-76.302875,36.898216
168,1110,HAMPTON BOULEVARD & SURREY CRESCENT,Irene (8/27/2011),Flooded street,12125337,3493394.50003,2011-08-27 21:18:21.000,8/27/2011 ,2011-08-27 21:18:21.000,-76.302901,36.896617
169,1112,1700 BLOCK OF FONTAINEBLEAU CRESCENT,Irene (8/27/2011),Flooded street,12136198.4024,3487373.04612,2011-08-27 21:21:12.000,8/27/2011 ,2011-08-27 21:21:12.000,-76.266256,36.879383
170,1113,HAMPTON BOULEVARD & BRUNSWICK AVENUE,Irene (8/27/2011),Flooded street,12125055.5,3491722.4999,2011-08-27 21:22:22.000,8/27/2011 ,2011-08-27 21:22:22.000,-76.303996,36.892044
171,1114,HAMPTON BOULEVARD & WESTMORELAND AVENUE,Irene (8/27/2011),Flooded street,12125183,3492323.99999,2011-08-27 21:23:17.000,8/27/2011 ,2011-08-27 21:23:17.000,-76.303513,36.893688
172,1115,HAMPTON BOULEVARD & ROCKBRIDGE AVENUE,Irene (8/27/2011),Flooded street,12125242.5001,3492606.62505,2011-08-27 21:24:03.000,8/27/2011 ,2011-08-27 21:24:03.000,-76.303287,36.894460
173,1117,HAMPTON BOULEVARD & MAGNOLIA AVENUE,Irene (8/27/2011),Flooded street,12125298.5,3492868.74998,2011-08-27 21:26:03.000,8/27/2011 ,2011-08-27 21:26:03.000,-76.303074,36.895176
174,1118,HAMPTON BOULEVARD & BUCKINGHAM AVENUE,Irene (8/27/2011),Flooded street,12125119.0001,3492023.125,2011-08-27 21:26:40.000,8/27/2011 ,2011-08-27 21:26:40.000,-76.303755,36.892866
175,1119,BOLLING AVENUE & HAMPTON BOULEVARD,Irene (8/27/2011),Flooded street,12125064.5,3491422.87504,2011-08-27 21:27:16.000,8/27/2011 ,2011-08-27 21:27:16.000,-76.303989,36.891221
176,1125,5600 BLOCK OF TIDEWATER DRIVE,Irene (8/27/2011),Flooded street,12138323.9682,3491544.91472,2011-08-27 22:08:44.000,8/27/2011 ,2011-08-27 22:08:44.000,-76.258652,36.890700
177,1126,200 BLOCK OF KEMPSVILLE ROAD,Irene (8/27/2011),Flooded street,12158922.7569,3474895.18493,2011-08-27 22:09:20.000,8/27/2011 ,2011-08-27 22:09:20.000,-76.189629,36.843619
178,1129,CHURCH STREET & GOFF STREET,Irene (8/27/2011),Flooded street,12132948.5,3480008.62494,2011-08-27 22:12:59.000,8/27/2011 ,2011-08-27 22:12:59.000,-76.277956,36.859372
179,1134,NORVIEW AVENUE & SEDGEFIELD DRIVE,Irene (8/27/2011),Flooded street,12139911.0001,3491388.99999,2011-08-27 23:56:51.000,8/27/2011 ,2011-08-27 23:56:51.000,-76.253239,36.890169
180,1149,800 BLOCK OF E BRAMBLETON AVENUE,Irene (8/27/2011),Flooded street,12132561.4887,3477567.24568,2011-08-28 04:17:30.000,8/28/2011 ,2011-08-28 04:17:30.000,-76.279475,36.852694
181,1150,1000 BLOCK OF E VIRGINIA BEACH BOULEVARD,Irene (8/27/2011),Flooded street,12134230.6813,3478209.50507,2011-08-28 04:18:01.000,8/28/2011 ,2011-08-28 04:18:01.000,-76.273720,36.854349
182,1151,1000 BLOCK OF E VIRGINIA BEACH BOULEVARD,Irene (8/27/2011),Flooded underpass,12134230.6813,3478209.50507,2011-08-28 04:18:01.000,8/28/2011 ,2011-08-28 04:18:01.000,-76.273720,36.854349
183,1168,LENS AVENUE & SHOOP AVENUE,Irene (8/27/2011),Flooded street,12138384,3484055.25014,2011-08-28 07:32:38.000,8/28/2011 ,2011-08-28 07:32:38.000,-76.259054,36.870131
184,1236,1ST BAY STREET & E OCEAN VIEW AVENUE,Irene (8/27/2011),Flooded street,12150537,3508252.99989,2011-08-28 08:28:35.000,8/28/2011 ,2011-08-28 08:28:35.000,-76.215520,36.935774
185,1248,E 21ST STREET & MONTICELLO AVENUE,Irene (8/27/2011),Flooded underpass,12131101.5001,3482796.49995,2011-08-28 08:44:35.000,8/28/2011 ,2011-08-28 08:44:35.000,-76.284044,36.867147
186,1253,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE,Irene (8/27/2011),Flooded underpass,12134007.9999,3478239.25001,2011-08-28 08:47:38.000,8/28/2011 ,2011-08-28 08:47:38.000,-76.274478,36.854445
187,1276,600 E OCEAN VIEW AVENUE,Irene (8/27/2011),Flooded street,12141509.8179,3513045.64677,2011-08-28 09:05:49.000,8/28/2011 ,2011-08-28 09:05:49.000,-76.246006,36.949529
188,1314,615 W LITTLE CREEK ROAD,Irene (8/27/2011),Flooded street,12129685.0001,3500552.99999,2011-08-28 09:42:39.000,8/28/2011 ,2011-08-28 09:42:39.000,-76.287462,36.915995
189,1318,COLLEY AVENUE & RALEIGH AVENUE,Irene (8/27/2011),Flooded street,12126548.9999,3480869.75001,2011-08-28 09:48:25.000,8/28/2011 ,2011-08-28 09:48:25.000,-76.299756,36.862149
190,1337,8081 HAMPTON BOULEVARD,Irene (8/27/2011),Flooded street,12120682,3504094.50003,2011-08-28 10:22:12.000,8/28/2011 ,2011-08-28 10:22:12.000,-76.317970,36.926295
191,1349,9000 HAMPTON BOULEVARD,Irene (8/27/2011),Flooded street,12120616.8551,3507487.06106,2011-08-28 10:30:20.000,8/28/2011 ,2011-08-28 10:30:20.000,-76.317924,36.935614
192,1351,400 BEECHWOOD AVENUE,Irene (8/27/2011),Flooded street,12122972,3505420.50003,2011-08-28 10:31:06.000,8/28/2011 ,2011-08-28 10:31:06.000,-76.310033,36.929790
193,1356,DEGRASSE AVENUE & LAFAYETTE BOULEVARD,Irene (8/27/2011),Flooded street,12135750,3486188.50001,2011-08-28 10:37:04.000,8/28/2011 ,2011-08-28 10:37:04.000,-76.267884,36.876160
194,1363,5765 LESLIE AVENUE,Irene (8/27/2011),Flooded street,12151130,3491110.00005,2011-08-28 10:42:09.000,8/28/2011 ,2011-08-28 10:42:09.000,-76.214911,36.888663
195,1463,1018 BERKLEY AVENUE EX,Irene (8/27/2011),Flooded street,12134521.0001,3468550.49999,2011-08-28 12:28:03.000,8/28/2011 ,2011-08-28 12:28:03.000,-76.273507,36.827808
196,1468,508 E INDIAN RIVER ROAD,Irene (8/27/2011),Flooded street,12135172,3471319.50006,2011-08-28 12:28:51.000,8/28/2011 ,2011-08-28 12:28:51.000,-76.271060,36.835369
197,1492,9600 BLOCK OF 10TH VIEW STREET,Irene (8/27/2011),Flooded street,12131975.4164,3518933.81359,2011-08-28 13:02:41.000,8/28/2011 ,2011-08-28 13:02:41.000,-76.278150,36.966318
198,1493,9600 BLOCK OF SALEM STREET,Irene (8/27/2011),Flooded street,12132383.4645,3518840.34707,2011-08-28 13:03:00.000,8/28/2011 ,2011-08-28 13:03:00.000,-76.276762,36.966035
199,1494,1400 BLOCK OF LITTLE BAY AVENUE,Irene (8/27/2011),Flooded street,12128314.4543,3518792.99688,2011-08-28 13:03:27.000,8/28/2011 ,2011-08-28 13:03:27.000,-76.290689,36.966167
200,1586,JANAF PLACE & LOWERY ROAD,Irene (8/27/2011),Flooded street,12153770,3482593.00007,2011-08-28 13:55:08.000,8/28/2011 ,2011-08-28 13:55:08.000,-76.206594,36.865101
201,1633,3436 WESTMINSTER AVENUE,Irene (8/27/2011),Flooded street,12143241.8127,3474424.74469,2011-08-28 14:54:27.000,8/28/2011 ,2011-08-28 14:54:27.000,-76.243240,36.843369
202,1676,4852 ELMHURST AVENUE,Irene (8/27/2011),Flooded street,12146178,3489119.49995,2011-08-28 15:41:19.000,8/28/2011 ,2011-08-28 15:41:19.000,-76.232002,36.883525
203,1690,265 W TAZEWELL STREET,Irene (8/27/2011),Flooded street,12128128,3476410.99997,2011-08-28 15:52:09.000,8/28/2011 ,2011-08-28 15:52:09.000,-76.294716,36.849804
204,1760,1040 W OCEAN VIEW AVENUE,Irene (8/27/2011),Flooded street,12131575.0001,3519280.25006,2011-08-28 16:49:08.000,8/28/2011 ,2011-08-28 16:49:08.000,-76.279493,36.967295
205,1799,9700 BLOCK OF 15TH VIEW STREET,Irene (8/27/2011),Flooded street,12127437.0126,3519341.49163,2011-08-29 08:30:34.000,8/29/2011 ,2011-08-29 08:30:34.000,-76.293648,36.967730
206,1800,1500 BLOCK OF CHELA AVENUE,Irene (8/27/2011),Flooded street,12127021.8955,3519293.24992,2011-08-29 08:33:21.000,8/29/2011 ,2011-08-29 08:33:21.000,-76.295072,36.967624
207,1801,1500 BLOCK OF LEA VIEW AVENUE,Irene (8/27/2011),Flooded street,12127028.4714,3519554.65284,2011-08-29 08:37:08.000,8/29/2011 ,2011-08-29 08:37:08.000,-76.295029,36.968341
208,1819,9600 BLOCK OF RALLSTON STREET,Irene (8/27/2011),Flooded street,12127854.4999,3519002.74994,2011-08-29 09:05:58.000,8/29/2011 ,2011-08-29 09:05:58.000,-76.292246,36.966773
209,1822,1017 LITTLE BAY AVENUE,Irene (8/27/2011),Flooded street,12131691.0001,3518712.50004,2011-08-29 09:15:47.000,8/29/2011 ,2011-08-29 09:15:47.000,-76.279141,36.965729
210,1823,7720 NEWPORT AVENUE,Irene (8/27/2011),Flooded street,12132287.0001,3501660.50002,2011-08-29 09:16:25.000,8/29/2011 ,2011-08-29 09:16:25.000,-76.278475,36.918868
211,1847,800 BLOCK OF LITTLE BAY AVENUE,Irene (8/27/2011),Flooded street,12132977.1442,3518442.58452,2011-08-29 09:50:14.000,8/29/2011 ,2011-08-29 09:50:14.000,-76.274762,36.964904
212,1916,HERBERT STREET & ELMHURST AVENUE,Irene (8/27/2011),Flooded street,12146676,3489199.00003,2011-08-29 10:51:57.000,8/29/2011 ,2011-08-29 10:51:57.000,-76.230293,36.883711
213,3170,800 BLOCK OF 51ST STREET,Sandy (10/28/2012),Flooded street,12127292.9707,3490767.44335,2012-10-27 21:05:37.000,10/27/2012,2012-10-27 21:05:37.000,-76.296424,36.889279
214,3171,16TH BAY STREET & PLEASANT AVENUE,Sandy (10/28/2012),Flooded street,12155386.0001,3506142.74993,2012-10-27 21:10:03.000,10/27/2012,2012-10-27 21:10:03.000,-76.199110,36.929656
215,3176,GRACE STREET & MEMORIAL PLACE,Sandy (10/28/2012),Flooded street,12128377,3478506.50002,2012-10-28 07:21:52.000,10/28/2012,2012-10-28 07:21:52.000,-76.293698,36.855542
216,3177,19TH BAY STREET & PLEASANT AVENUE,Sandy (10/28/2012),Flooded street,12156459.7084,3505945.72229,2012-10-28 07:24:24.000,10/28/2012,2012-10-28 07:24:24.000,-76.195454,36.929043
217,3178,W MAIN STREET & WATERSIDE DRIVE,Sandy (10/28/2012),Flooded street,12128443,3475323.50014,2012-10-28 07:27:25.000,10/28/2012,2012-10-28 07:27:25.000,-76.293726,36.846798
218,3181,HAMPTON BOULEVARD & LARCHMONT CRESCENT,Sandy (10/28/2012),Flooded street,12125347.5,3493134.12502,2012-10-28 08:27:18.000,10/28/2012,2012-10-28 08:27:18.000,-76.302886,36.895902
219,3183,HAMPTON BOULEVARD & LEXAN AVENUE,Sandy (10/28/2012),Flooded street,12125169.0001,3494786.24984,2012-10-28 08:33:26.000,10/28/2012,2012-10-28 08:33:26.000,-76.303365,36.900450
220,3186,HAMPTON BOULEVARD & MAGNOLIA AVENUE,Sandy (10/28/2012),Flooded street,12125298.5,3492868.74998,2012-10-28 09:02:30.000,10/28/2012,2012-10-28 09:02:30.000,-76.303074,36.895176
221,3187,2200 BLOCK OF KIMBALL TERRACE,Sandy (10/28/2012),Flooded street,12137367.5043,3474206.49874,2012-10-28 09:04:47.000,10/28/2012,2012-10-28 09:04:47.000,-76.263326,36.843154
222,3189,600 BLOCK OF W BRAMBLETON AVENUE,Sandy (10/28/2012),Flooded street,12126103.1267,3478949.20889,2012-10-28 09:11:00.000,10/28/2012,2012-10-28 09:11:00.000,-76.301432,36.856904
223,3191,FAUQUIER STREET & WHITEHEAD AVENUE,Sandy (10/28/2012),Flooded street,12132715.0001,3470221.75012,2012-10-28 09:20:59.000,10/28/2012,2012-10-28 09:20:59.000,-76.279541,36.832514
224,3193,MIDTOWN TUNNEL & W BRAMBLETON AVENUE,Sandy (10/28/2012),Flooded street,12124574.5,3481050.24997,2012-10-28 09:21:15.000,10/28/2012,2012-10-28 09:21:15.000,-76.306489,36.862770
225,3195,E BRAMBLETON AVENUE & TIDEWATER DRIVE,Sandy (10/28/2012),Flooded street,12133519.8714,3476715.99998,2012-10-28 09:24:24.000,10/28/2012,2012-10-28 09:24:24.000,-76.276269,36.850294
226,3197,1000 BLOCK OF MONTICELLO AVENUE,Sandy (10/28/2012),Flooded street,12130263.5851,3479962.68541,2012-10-28 09:27:22.000,10/28/2012,2012-10-28 09:27:22.000,-76.287135,36.859420
227,3198,9600 BLOCK OF 4TH VIEW STREET,Sandy (10/28/2012),Flooded street,12136613.9329,3516198.67745,2012-10-28 09:27:41.000,10/28/2012,2012-10-28 09:27:41.000,-76.262500,36.958507
228,3199,4TH VIEW STREET & W OCEAN VIEW AVENUE,Sandy (10/28/2012),Flooded street,12137042,3516670.00002,2012-10-28 09:28:43.000,10/28/2012,2012-10-28 09:28:43.000,-76.260997,36.959773
229,3201,800 BLOCK OF E CITY HALL AVENUE,Sandy (10/28/2012),Flooded street,12131226.7858,3475252.6793,2012-10-28 09:45:26.000,10/28/2012,2012-10-28 09:45:26.000,-76.284221,36.846424
230,3202,500 BLOCK OF W OCEAN VIEW AVENUE,Sandy (10/28/2012),Flooded street,12135975.8072,3517483.97059,2012-10-28 09:47:20.000,10/28/2012,2012-10-28 09:47:20.000,-76.264579,36.962078
231,3203,BELLAMY AVENUE & FAUQUIER STREET,Sandy (10/28/2012),Flooded street,12133118.0002,3471454.99998,2012-10-28 09:48:06.000,10/28/2012,2012-10-28 09:48:06.000,-76.278065,36.835875
232,3204,COLONIAL AVENUE & REDGATE AVENUE,Sandy (10/28/2012),Flooded street,12127854.0001,3480577.25005,2012-10-28 09:52:58.000,10/28/2012,2012-10-28 09:52:58.000,-76.295319,36.861262
233,3206,GRANBY STREET & LLEWELLYN AVENUE,Sandy (10/28/2012),Flooded street,12131873.0001,3490069.74994,2012-10-28 09:54:44.000,10/28/2012,2012-10-28 09:54:44.000,-76.280823,36.887068
234,3207,9000 BLOCK OF HAMPTON BOULEVARD,Sandy (10/28/2012),Flooded street,12120415.6169,3508692.34423,2012-10-28 10:01:49.000,10/28/2012,2012-10-28 10:01:49.000,-76.318517,36.938937
235,3209,E MAIN STREET & PARK AVENUE,Sandy (10/28/2012),Flooded street,12132139,3473795,2012-10-28 10:53:45.000,10/28/2012,2012-10-28 10:53:45.000,-76.281222,36.842363
236,3210,CHAPEL STREET & E CHARLOTTE STREET,Sandy (10/28/2012),Flooded street,12132075.0001,3476402.24987,2012-10-28 11:20:21.000,10/28/2012,2012-10-28 11:20:21.000,-76.281231,36.849526
237,3211,E VIRGINIA BEACH BOULEVARD & MONTICELLO AVENUE,Sandy (10/28/2012),Flooded street,12130305.0001,3479539.25006,2012-10-28 11:25:09.000,10/28/2012,2012-10-28 11:25:09.000,-76.287027,36.858254
238,3212,6100 SEDGEFIELD DRIVE,Sandy (10/28/2012),Flooded street,12140008.8667,3491485.85774,2012-10-28 11:26:00.000,10/28/2012,2012-10-28 11:26:00.000,-76.252897,36.890428
239,3213,800 BLOCK OF NORVIEW AVENUE,Sandy (10/28/2012),Flooded street,12139425.0416,3491498.98727,2012-10-28 11:26:33.000,10/28/2012,2012-10-28 11:26:33.000,-76.254892,36.890502
240,3233,CAMPOSTELLA ROAD & KIMBALL TERRACE,Sandy (10/28/2012),Flooded street,12136499.0001,3474327.74992,2012-10-28 18:54:04.000,10/28/2012,2012-10-28 18:54:04.000,-76.266283,36.843544
241,3238,BOLLING AVENUE & JAMESTOWN CRESCENT,Sandy (10/28/2012),Flooded street,12127488.9999,3492029.24998,2012-10-28 19:37:09.000,10/28/2012,2012-10-28 19:37:09.000,-76.295653,36.892731
242,3240,MOWBRAY ARCH & W OLNEY ROAD,Sandy (10/28/2012),Flooded street,12127767.5,3479541.62497,2012-10-28 19:42:45.000,10/28/2012,2012-10-28 19:42:45.000,-76.295698,36.858424
243,3241,700 BLOCK OF STOCKLEY GARDENS,Sandy (10/28/2012),Flooded street,12127210.4679,3480394.38343,2012-10-28 19:47:57.000,10/28/2012,2012-10-28 19:47:57.000,-76.297533,36.860801
244,3242,E BRAMBLETON AVENUE & ROSWELL AVENUE,Sandy (10/28/2012),Flooded street,12133142,3477128.24999,2012-10-28 19:51:40.000,10/28/2012,2012-10-28 19:51:40.000,-76.277527,36.851451
245,3245,E BRAMBLETON AVENUE & I-264E HIGHWAY,Sandy (10/28/2012),Flooded street,12136192.5,3474658.87508,2012-10-28 20:34:45.000,10/28/2012,2012-10-28 20:34:45.000,-76.267304,36.844473
246,3246,100 BLOCK OF E CHARLOTTE STREET,Sandy (10/28/2012),Flooded street,12129863.2033,3477419.19842,2012-10-28 20:40:19.000,10/28/2012,2012-10-28 20:40:19.000,-76.288706,36.852461
247,3248,1100 BLOCK OF HOLT STREET,Sandy (10/28/2012),Flooded street,12132469,3475251.37499,2012-10-28 20:46:22.000,10/28/2012,2012-10-28 20:46:22.000,-76.279977,36.846341
248,3249,ARMISTEAD AVENUE & E PRINCESS ANNE ROAD,Sandy (10/28/2012),Flooded street,12130582.9998,3480319.74992,2012-10-28 20:46:49.000,10/28/2012,2012-10-28 20:46:49.000,-76.286015,36.860379
